date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:01:08	48460/48460	---M--	200	added ('OK')	font/ttf	date:Fri,%2005%20Aug%202022%2019:34:45%20GMT	https://www.kiwilimon.com/fonts/icomoon.ttf	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/fonts/icomoon.ttf	(from https://www.kiwilimon.com/)
21:01:09	48536/48536	---M--	200	added ('OK')	font/woff	date:Fri,%2005%20Aug%202022%2019:34:44%20GMT	https://www.kiwilimon.com/fonts/icomoon.woff	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/fonts/icomoon.woff	(from https://www.kiwilimon.com/)
21:01:10	217841/217841	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2005%20Aug%202022%2019:34:46%20GMT	https://www.kiwilimon.com/fonts/icomoon.svg	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/fonts/icomoon.svg	(from https://www.kiwilimon.com/)
21:01:10	36287/36287	---M--	200	added ('OK')	image/jpeg	etag:%22926d-59408adea0e80%22	https://cdn.kiwilimon.com/kiwi5/static/newsletter-bg2.jpg	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/kiwi5/static/newsletter-bg2.jpg	(from https://www.kiwilimon.com/)
21:01:11	723968/723968	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:09%20GMT	https://www.kiwilimon.com/pro	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/pro.html	(from https://www.kiwilimon.com/)
21:01:12	96424/96424	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:10%20GMT	https://www.kiwilimon.com/mi-cuenta/receta	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/mi-cuenta/receta.html	(from https://www.kiwilimon.com/)
21:01:13	690043/690043	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:12%20GMT	https://www.kiwilimon.com/app	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/app.html	(from https://www.kiwilimon.com/)
21:01:14	650363/650363	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:12%20GMT	https://www.kiwilimon.com/informacion	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/informacion.html	(from https://www.kiwilimon.com/)
21:01:14	694317/694317	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:13%20GMT	https://www.kiwilimon.com/blog	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/blog.html	(from https://www.kiwilimon.com/)
21:01:15	665943/665943	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:14%20GMT	https://www.kiwilimon.com/recetas	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/recetas.html	(from https://www.kiwilimon.com/)
21:01:16	669107/669107	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:15%20GMT	https://www.kiwilimon.com/tips	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/tips.html	(from https://www.kiwilimon.com/)
21:01:17	666306/666306	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:15%20GMT	https://www.kiwilimon.com/temporada	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/temporada.html	(from https://www.kiwilimon.com/)
21:01:19	113849/113849	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:16%20GMT	https://www.kiwilimon.com/quiz	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/quiz.html	(from https://www.kiwilimon.com/)
21:01:19	146815/146815	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:18%20GMT	https://www.kiwilimon.com/mapa-del-sitio	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/mapa-del-sitio.html	(from https://www.kiwilimon.com/)
21:01:20	680330/680330	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:18%20GMT	https://www.kiwilimon.com/informacion/aviso-de-privacidad	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/informacion/aviso-de-privacidad.html	(from https://www.kiwilimon.com/)
21:01:21	664496/664496	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:19%20GMT	https://www.kiwilimon.com/informacion/politicas-de-uso	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/informacion/politicas-de-uso.html	(from https://www.kiwilimon.com/)
21:01:21	675841/675841	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Nov%202022%2002:01:20%20GMT	https://www.kiwilimon.com/informacion/anunciate	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/informacion/anunciate.4f.delayed	(from https://www.kiwilimon.com/)
21:01:22	653145/653145	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:21%20GMT	https://www.kiwilimon.com/informacion/contacto	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/informacion/contacto.html	(from https://www.kiwilimon.com/)
21:01:24	86809/86809	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:22%20GMT	https://www.kiwilimon.com/amp	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/amp.html	(from https://www.kiwilimon.com/amp/)
21:01:25	73480/73480	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Nov%202022%2002:01:24%20GMT	https://www.kiwilimon.com/amp/login	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/amp/login.52.delayed	(from https://www.kiwilimon.com/login)
21:01:28	96350/96350	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:25%20GMT	https://www.kiwilimon.com/mi-cuenta	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/mi-cuenta.html	(from https://www.kiwilimon.com/login)
21:01:28	35/35	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Nov%202022%2002:01:27%20GMT	https://www.kiwilimon.com/window.location.href	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/window.location.54.delayed	(from https://www.kiwilimon.com/login)
21:01:29	55042/55042	---M--	200	added ('OK')	text/javascript	etag:%22849328c364e52e6e%22	https://apis.google.com/js/platform.js	C:/Users/PC-11/Desktop/recetas/apis.google.com/js/platform.js	(from https://www.kiwilimon.com/login)
21:01:29	17589/17589	---M--	200	added ('OK')	text/javascript	etag:%227a60de8c1fe4982c%22	https://apis.google.com/js/client.js	C:/Users/PC-11/Desktop/recetas/apis.google.com/js/client.js	(from https://www.kiwilimon.com/login)
